,Brewery,Beer Name,Style,ABV,IBU,SRM
3535,OMNI Brewing Co.,Omnipotent,Scotch Ale,8.0,21.0,16
3536,Figueroa Mountain Brewing,Once You Go Schwarz...,German-Style Schwarzbier,5.4,25.0,28
3537,Surly Brewing Company,One,Traditional German-Style Bock,8.3,30.0,33
3538,Eagle Creek Brewing Company,One More Time,Baltic-Style Porter,9.0,80.0,36
3539,Sand Creek Brewing Company,One Planet,American-Style Pale Ale,5.7,6.25,6
3540,Steamworks Brewing Company,One Wit Wünder,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.8,15.2,4
3541,Yazoo Brewing Company,Onward Stout,American-Style Stout,3.8,35.0,41
3542,Iron Hill Brewery,Oompa Loompa Chocolate Stout,Sweet or Cream Stout,6.5,20.0,39
3543,Oppigårds Bryggeri AB,Oppigårds Thurbo Double IPA,American-Style Pale Ale,8.0,44.0,13
3544,The Bruery,OR XATA,Golden or Blonde Ale,7.1,11.0,12
3545,Bluebonnet Beer Company,Orange Blossom Honey (OBH) Pale Ale,American-Style Pale Ale,6.0,35.0,8
3546,Commonwealth Brewing Co.,Oranje Brett,Mixed Culture Brett Beer,8.0,29.0,8
3547,Eudora Brewing Company,Orca™,American-Style Imperial Stout,11.0,75.0,41
3548,The Bruery,Orchard White,Belgian-Style Blonde Ale,5.7,15.0,3
3549,Brothers Craft Brewing,Ordinary Bitter,Ordinary Bitter,3.4,31.5,7
3550,Iron Hill Brewery,Ore House™ IPA,American-Style India Pale Ale,6.5,55.0,4
3551,Pollyanna Brewing Company,ORENDA,Belgian-Style Quadrupel,10.4,27.0,30
3552,Butte Creek Brewing,Organic Pale Ale,American-Style Pale Ale,5.0,40.0,13
3553,Herslev Bryghus,Organic Porter,Brown Porter,6.5,30.0,33
3554,Innis & Gunn,Original,Wood- and Barrel-Aged Beer,6.6,18.0,5
3555,Meadowlark Brewing,Orion,Belgian-Style Tripel,8.2,25.0,3
3556,Adroit Theory Brewing Company,Ortolan Bunting,American-Style Strong Pale Ale,9.1,56.0,32
3557,Sand Creek Brewing Company,Oscar's Chocolate Oatmeal Stout,Oatmeal Stout,4.5,30.0,41
3558,Sand Creek Brewing Company,Oscar's Double Chocolate Oatmeal Stout,American-Style Imperial Stout,9.0,40.0,41
3559,Holston River Brewing Company,Osceola Island,American-Style India Pale Ale,6.0,68.2,5
3560,Oskar Blues Brewery,Oskar Blues IPA,American-Style India Pale Ale,6.43,70.0,5
3561,Coalition Brewing Company,Oud School,Belgian-Style Flanders Oud Bruin or Oud Red Ales,6.5,22.0,18
3562,Bruery Terreux,Oude Tart,Wood- and Barrel-Aged Sour Beer,7.5,6.0,20
3563,The Bruery,Oude Tart,Belgian-Style Flanders Oud Bruin or Oud Red Ales,7.5,6.0,20
3564,Avery Brewing Company,Out Of Bounds Stout,American-Style Stout,6.3,51.0,41
3565,Salt Creek Brewery,Out of Order IPA,American-Style India Pale Ale,5.0,54.0,7
3566,Redhook Ale Brewery,Out of Your Gourd Pumpkin Porter,Pumpkin Beer,5.8,25.0,40
3567,Base Camp Brewing Company,Out-of-Bounds Brown,American-Style Brown Ale,6.2,45.0,16
3568,Bend Brewing Company,Outback X,Strong Ale,9.5,60.0,18
3569,Lake Norman Brewing Company,Outboard Amber Ale,American-Style Amber/Red Ale,5.1,36.0,14
3570,Lovelady Brewing Company,OUTBOCK!,Specialty Beer,7.0,55.0,8
3571,Lone Tree Brewing Company,Outta Range Pale Ale,American-Style Pale Ale,5.7,40.0,11
3572,The Unknown Brewing,Over the Edge,American-Style India Pale Ale,6.9,65.0,10
3573,Magic Hat Brewing Company,Over The Pils,American-Style Pilsener,8.1,75.0,3
3574,Otter Creek Brewing,Overgrown,American-Style Pale Ale,5.5,55.0,5
3575,Kane Brewing Co.,Overhead,Imperial or Double India Pale Ale,8.2,100.0,7
3576,Flat Earth Brewing Company,Ovni Ale,French-Style Bière de Garde,7.1,26.0,16
3577,Bull Island Brewing Company,Oyster Jalapeno Porter,Chili Pepper Beer,5.0,30.0,41
3578,Eight Bridges Brewing,O’Beardsley’s Stout,American-Style Stout,6.04,38.0,32
3579,Oakshire Brewing Company,O’Dark:30,Specialty Beer,6.3,70.0,41
3580,O'Fallon Brewery,O’FALLON CHERRY CHOCOLATE,Chocolate / Cocoa-Flavored Beer,5.7,8.0,13
3581,O'Fallon Brewery,O’FALLON KING LOUIE TOFFEE STOUT,British-Style Imperial Stout,6.3,26.0,41
3582,O'Fallon Brewery,O’Fallon Smoked Porter,Smoke Beer (Lager or Ale),6.0,24.0,30
3583,O'Fallon Brewery,O’FALLON STRAWBERRY BEST,Fruit Beer,4.4,7.9,5
3584,Wingman Brewers,P-51 Coconut Porter,Robust Porter,8.0,31.0,41
3585,Declaration Brewing Company,P.D.Ogg Porter,American-Style Imperial Porter,6.7,50.0,33
3586,Pabst Brewing Company,Pabst Blue Ribbon (PBR),American-Style Lager,4.74,12.0,2
3587,Last Name Brewing,Pacific Daylight,Session Beer,3.9,11.0,5
3588,NoDa Brewing Company,Pacific Reign,Imperial or Double India Pale Ale,9.8,108.0,8
3589,Corcoran Brewing Company,Padawan Pumpkin,Herb and Spice Beer,6.0,15.3,14
3590,BearWaters Brewing Company,Paddle Free ESB,Extra Special Bitter,6.0,18.0,18
3591,Claremont Craft Ales,Padua Porter,Robust Porter,6.5,55.0,39
3592,Corcoran Brewing Company,Paeonian Porter,Robust Porter,6.0,33.0,41
3593,Crow Peak Brewing Company,Pagan Snake Stout,American-Style Imperial Stout,7.8,20.0,41
3594,Seven Brides Brewery,Paige's Purple Wheat,Light American Wheat Ale or Lager with Yeast,5.0,15.0,12
3595,Black Bear Microbrew,Pail Ale,American-Style Pale Ale,5.6,30.0,6
3596,Solemn Oath Brewery,Pain Cave,Imperial or Double India Pale Ale,9.0,100.0,11
3597,Tighthead Brewing Company,paint it brown,English-Style Dark Mild Ale,3.4,19.0,19
3598,Wicks Brewing Co,Paladin,American-Style Pale Ale,5.3,69.0,6
3599,Lowercase Brewing,pALE,American-Style Pale Ale,4.8,34.0,7
3600,Firestone Walker Brewing Company,Pale 31,American-Style Pale Ale,4.9,38.0,7
3601,Sankt Gallen Brewery,Pale Ale,American-Style Pale Ale,5.6,36.0,9
3602,Omission Brewing Co.,Pale Ale,American-Style Pale Ale,5.8,34.0,13
3603,Inland Empire Brewing Company,Pale Ale,Classic English-Style Pale Ale,5.7,31.0,10
3604,Ground Breaker Brewing,Pale Ale,American-Style Pale Ale,5.8,30.0,4
3605,Cypress & Grove Brewing Company,Pale Ale,American-Style Pale Ale,5.8,26.0,5
3606,Backcountry Brewery,Pale Ale,American-Style Pale Ale,5.6,60.0,11
3607,Boulevard Brewing Company,Pale Ale,American-Style Pale Ale,5.4,30.0,23
3608,The Saint Louis Brewery (Schlafly),Pale Ale,American-Style Pale Ale,4.4,27.0,11
3609,Sugar Creek Brewing Company,Pale Ale,American-Style Pale Ale,4.9,42.0,9
3610,Yazoo Brewing Company,Pale Ale,American-Style Pale Ale,5.8,47.0,6
3611,The ChopHouse & Brewery,Pale Ale,American-Style Pale Ale,5.7,55.0,6
3612,Palmetto Brewing Company,Pale Ale,American-Style Pale Ale,5.6,55.0,6
3613,Flying Dog Brewery,Pale Ale,American-Style Pale Ale,5.5,35.0,9
3614,Crystal Ball Brewing Company,Pale Ale,American-Style Pale Ale,5.4,37.0,6
3615,Tröegs Brewing Company,Pale Ale,American-Style Pale Ale,5.4,45.0,12
3616,Caldera Brewing,Pale Ale,American-Style Pale Ale,5.5,55.0,5
3617,Laughing Dog Brewing,Pale Ale,American-Style Pale Ale,5.6,33.0,6
3618,Good People Brewing Company,Pale Ale,American-Style Pale Ale,5.8,37.8,7
3619,Emmett's Brewing Company,Pale Ale,American-Style Strong Pale Ale,5.8,47.0,13
3620,Hunter Beer Co,Pale Ale,American-Style Pale Ale,5.2,45.0,9
3621,Brew Age,Pale Ale · Hop casserole,Classic English-Style Pale Ale,5.4,35.0,25
3622,Brüeprint Brewing Company,Pale Brüe Eyes,American-Style Pale Ale,4.6,25.0,6
3623,New Holland Brewing Company,Paleooza,American-Style Pale Ale,4.4,32.94,9
3624,Triton Brewing Company,Palesplitter Pale Ale,American-Style Pale Ale,4.4,35.0,5
3625,Cheluna Brewing,Pálida,American-Style India Pale Ale,6.8,62.0,7
3626,Big Storm Brewing Co.,Palmbender Pale Ale,American-Style Pale Ale,5.9,68.0,3
3627,Ladyface Ale Companie,Palo Comado Pale Ale,American-Style Pale Ale,4.5,45.0,7
3628,Figueroa Mountain Brewing,Palomino,American-Style Amber Lager,5.1,18.0,12
3629,Mimbres Valley Brewing Company,Pancho Villa Stout,Classic Irish-Style Dry Stout,6.0,5.0,41
3630,Mill House Brewing Company,Panda-monium,American-Style Imperial Stout,11.0,82.0,41
3631,Ye Olde Brothers Brewery,Panhandle Porter,Robust Porter,6.1,37.0,28
3632,Sick N Twisted Brewing Co.,Panty Dropper Porter,Robust Porter,8.0,33.6,31
3633,Slanted Rock Brewing Company,Pantyhose Imperial Baltic Vanilla Porter,Baltic-Style Porter,8.4,27.0,41
3634,Base Camp Brewing Company,Paölschenbier,American-Style Pale Ale,5.8,40.0,5
3635,Mystery Brewing Company,Papa Bois,American-Style Stout,7.3,40.0,35
3636,Firestone Walker Brewing Company,Parabola,American-Style Imperial Stout,13.0,60.0,41
3637,Kelsen Brewing Company,Paradigm Brown Ale,American-Style Brown Ale,7.0,47.0,19
3638,Birdsong Brewing Co.,Paradise City,Session India Pale Ale,4.8,45.0,4
3639,BrewDog,Paradox,American-Style Imperial Stout,10.0,70.0,41
3640,BrewDog,Paradox Heaven Hill,American-Style Imperial Stout,15.0,100.0,41
3641,Meadowlark Brewing,Paramour Chocolate Cherry Stout,Chocolate / Cocoa-Flavored Beer,6.2,25.0,35
3642,NorthGate Brewing,Parapet ESB,Extra Special Bitter,5.6,47.0,12
3643,Tin Whiskers Brewing Company,Parity Pilsner,American-Style Pilsener,4.8,29.2,2
3644,Martin House Brewing Company,Parker County Peach (2017),Fruit Beer,5.2,20.0,9
3645,Elk Mountain Brewing,Parker Pilsner,German-Style Pilsener,5.6,45.1,5
3646,Karl Strauss Brewing Company,Parrot in a Palm Tree Holiday Baltic Porter (2010),Baltic-Style Porter,8.5,35.0,41
3647,Kamala Brewing at the Whip In,Parvati Pale Ale,American-Style Pale Ale,7.4,36.0,6
3648,The Explorium Brewpub,Patagonian Hitchhiker Lager,American-Style Pilsener,5.0,20.0,6
3649,Acopon Brewing Company,Paterfamilias,Belgian-Style Table Beer,5.0,27.0,7
3650,Valiant Brewing,Pathos,Brown Porter,9.3,38.0,41
3651,Fulton Brewing Company,Patience,American-Style Barley Wine Ale,13.2,88.5,15
3652,Cedar Creek Brewery,Patio Pounder,American-Style Pale Ale,5.1,35.0,5
3653,Yankee Tank Brewing Company,Patio Red,Irish-Style Red Ale,5.3,25.0,12
3654,Cigar City Brewing,Patio Tools,Classic Irish-Style Dry Stout,5.0,32.0,38
3655,Black Bear Microbrew,Patriot Brown Ale,American-Style Brown Ale,5.1,25.0,18
3656,American Brewing Company,Patriotic Pale Ale,American-Style Pale Ale,5.8,45.0,7
3657,Nantahala Brewing Company,Patton's Run Porter,Brown Porter,4.5,11.0,26
3658,Rohrbach Brewing Company,Patty's Irish Cream Ale,American-Style Cream Ale or Lager,4.6,16.0,17
3659,Mully's Brewery,Patuxent Pale Ale,American-Style Pale Ale,4.75,41.0,8
3660,Cinder Block Brewery,Paver Porter,Brown Porter,5.6,22.0,20
3661,Evil Horse Brewing Company,Paxon the Poniless,Robust Porter,5.7,45.2,34
3662,Four String Brewing Company,Payback Pilsner,American-Style Pilsener,5.1,45.0,3
3663,The Prodigal Brewery,PBC² Alt,German-Style Altbier,5.5,50.0,15
3664,Manayunk Brewery and Restaurant,PBJ Crunch,Brown Porter,6.0,30.0,26
3665,Santa Monica Brew Works,PCH,Brown Porter,6.0,22.0,15
3666,Four Peaks Brewing Company,Peach Ale,Fruit Beer,4.2,9.0,2
3667,Holston River Brewing Company,Peach Cobbler Ale,Fruit Beer,6.0,9.1,4
3668,Spellbound Brewing,Peach IPA,American-Style India Pale Ale,6.5,75.0,9
3669,Abita Brewing Company,Peach Lager,Fruit Beer,4.5,15.0,5
3670,Engrained Brewing Company,Peach Saison,Belgian-style Fruit Beer,7.5,27.0,5
3671,Crabtree Brewing Company,Peachtree Wheat Ale,South German-Style Hefeweizen / Hefeweissbier,5.0,12.6,3
3672,Pagosa Brewing & Grill,Peachy Peach,Fruit Wheat Ale or Lager with or without Yeast,5.0,20.0,4
3673,Bandwagon Brew Pub,Peanut Butter Chocolate Stout,Sweet or Cream Stout,6.8,35.0,33
3674,Middleton Brewing,Pecan Amber,American-Style Amber/Red Ale,6.9,28.0,20
3675,Ferguson Brewing Company,Pecan Brown Ale,American-Style Brown Ale,5.5,30.0,18
3676,Abita Brewing Company,Pecan Harvest,Specialty Beer,5.0,20.0,19
3677,Beaver Brewing Company,Pecan Pie Nut Brown Ale,American-Style Brown Ale,5.3,22.8,26
3678,(512) Brewing Company,Pecan Porter,Brown Porter,6.8,30.0,40
3679,(512) Brewing Company,Pecan Porter Nitro,Brown Porter,6.8,30.0,40
3680,Logsdon Farmhouse Ales,Peche 'n Brett,Brett Beer,10.0,36.0,6
3681,Bandwagon Brew Pub,Pedro’s Pale Ale,American-Style Pale Ale,6.0,50.0,7
3682,Meadowlark Brewing,Pegasus,French & Belgian-Style Saison,6.2,25.0,8
3683,Territorial Brewing Company,Penetrator,German-Style Eisbock,10.9,23.0,20
3684,Green Beacon Brewing Co,Penny Porter,Robust Porter,5.3,32.0,41
3685,Olde Burnside Brewing Company,Penny Weiz Ale,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.2,22.0,3
3686,Backpocket Brewing,Penny Whistle,South German-Style Hefeweizen / Hefeweissbier,5.5,15.0,10
3687,Foothills Brewing Company,People's BBL Aged Porter,Robust Porter,6.0,42.0,30
3688,Foothills Brewing Company,People's Porter,Robust Porter,6.25,42.0,30
3689,Goose Island Beer Company,Pepe Nero,Other Belgian-Style Ales,6.0,30.0,37
3690,Inland Empire Brewing Company,Pepin “The Short” Porter,Brown Porter,5.8,41.5,33
3691,Middleton Brewing,Pepper Head,American-Style India Pale Ale,8.0,70.0,11
3692,Banded Horn Brewing Company,Pepperell Pilsener,Session Beer,4.6,38.0,4
3693,Ballast Point Brewing Company,Peppermint Victory At Sea,American-Style Imperial Porter,10.0,60.0,40
3694,Santa Clara Valley Brewing,Peralta Porter,Brown Porter,6.2,40.0,22
3695,McMenamins Breweries,Percolator,American-Style Stout,5.8,33.0,40
3696,Gaslight Brewery & Restaurant,Perfect Stout,Foreign (Export)-Style Stout,5.0,25.0,41
3697,Yachats Brewing,Perpetua Xtra Pale Ale,American-Style Pale Ale,5.5,30.0,6
3698,Odyssey Beerwerks,Perpetual Darkness Belgian Black Ale,Other Belgian-Style Ales,8.2,72.0,29
3699,Tröegs Brewing Company,Perpetual IPA,Imperial or Double India Pale Ale,7.5,85.0,16
3700,Perrin Brewing Company,Perrin Black,American-Style Black Ale,5.8,25.0,41
3701,Cottrell Brewing Company,"Perry's Revenge, Scotch Ale",Scotch Ale,8.5,22.0,24
3702,Euryale Brewing Company,Perseus Pale Ale,American-Style Pale Ale,5.8,40.3,7
3703,Alaskan Brewing Co.,Perseverance Ale,Foreign (Export)-Style Stout,9.0,50.0,41
3704,Solarc Brewing,Persimmon Ale,Fruit Beer,6.6,21.2,16
3705,Pollyanna Brewing Company,PERSONAL CHAIN LETTER,American-Style Imperial Stout,10.1,70.0,41
3706,Keuka Brewing Company,Perstephone,German-Style Kölsch / Köln-Style Kölsch,5.4,20.4,6
3707,Moon Dog,Perverse Sexual Amalgam,Specialty Beer,6.9,14.0,33
3708,Moon Dog,Peter Piper's Pickled Pepper Purple Peated Pale Ale,Belgian-Style Pale Ale,9.0,40.0,15
3709,Heavy Seas Beer,Phantom Ship,Belgian-Style Tripel,9.5,37.0,7
3710,Empirical Brewery,PHASE TRANSITION PORTER,Brown Porter,7.5,39.0,29
3711,Carolina Brewery,Phil N. Topemove Imperial Stout,American-Style Imperial Stout,7.5,45.0,40
3712,Adelbert's Brewery,Philosophizer,French & Belgian-Style Saison,8.4,36.0,12
3713,Real Ale Brewing Company,Phoenixx Winter Ale,Extra Special Bitter,7.2,55.0,25
3714,Excel Brewing Company,Piasa Pilsner,American-Style Pilsener,5.0,25.0,3
3715,Mystery Brewing Company,Pickwick Mild Ale,English-Style Pale Mild Ale,3.4,23.0,12
3716,Pinellas Ale Works,Piddle Pils,German-Style Pilsener,4.9,39.0,3
3717,Tioga-Sequioa Brewing Co,Piece of Cake - Dessert Stout,Sweet or Cream Stout,7.2,35.0,32
3718,Olde Hickory Brewery,Piedmont Pilsner,German-Style Pilsener,4.5,18.2,2
3719,Barnhouse Brewery,Piedmont Smoked Porter,Smoke Porter,5.0,24.0,25
3720,Iron Hill Brewery,Pig Iron™ Porter,Brown Porter,5.4,37.0,23
3721,Against The Grain Brewery,Pile of Face,American-Style India Pale Ale,6.0,65.0,10
3722,Base Camp Brewing Company,Pilgrimage Saison,French & Belgian-Style Saison,7.1,29.0,5
3723,Drekker Brewing Company,Pillager,Robust Porter,5.2,22.0,28
3724,TrimTab Brewing,Pillar to Post Rye Brown,English-Style Brown Ale,5.5,41.0,24
3725,Worthy Brewing,Pilot Butte Bitter,Ordinary Bitter,4.7,35.0,9
3726,Foothills Brewing Company,Pilot Mountain Pale Ale,American-Style Pale Ale,5.5,43.0,8
3727,Copper Canyon Brewing Co.,Pilot Rock Passion Fruit,Fruit Beer,4.2,22.0,10
3728,Caldera Brewing,Pilot Rock Porter,Brown Porter,5.8,27.0,41
3729,Alaskan Brewing Co.,Pilot Series: SMaSH Galaxy,Imperial or Double India Pale Ale,8.5,86.0,10
3730,Hardywood Park Craft Brewery,Pils,German-Style Pilsener,5.2,35.0,3
3731,Heater Allen Brewery,Pils,Bohemian-Style Pilsener,5.0,38.0,4
3732,Uinta Brewing Company,Pils,German-Style Pilsener,5.0,37.0,4
3733,Hops & Grain Brewery,Pils Party,American-Style Premium Lager,5.1,9.0,5
3734,Bayern Brewing,Pilsener,German-Style Pilsener,5.0,32.0,6
3735,Summit Brewing Company,Pilsener,Bohemian-Style Pilsener,4.8,25.0,5
3736,Brand Bierbrouwerij,Pilsener,German-Style Pilsener,5.0,27.0,7
3737,Caldera Brewing,Pilsener Bier,German-Style Pilsener,5.2,33.0,4
3738,Yankee Tank Brewing Company,Pilsner,American-Style Pilsener,5.0,32.0,3
3739,High Cotton Brewing Co,Pilsner,German-Style Pilsener,4.7,30.3,4
3740,Kootenai River Brewing Company,Pilsner,American-Style Pilsener,5.2,19.0,3
3741,Rohrbach Brewing Company,Pilsner,International-Style Pilsener,4.8,20.0,4
3742,Backcountry Brewery,Pilsner,Bohemian-Style Pilsener,4.7,42.0,3
3743,The Saint Louis Brewery (Schlafly),Pilsner,American-Style Pilsener,4.8,35.0,5
3744,pFriem Family Brewers,Pilsner,German-Style Pilsener,4.9,35.0,2
3745,Oakland United Beerworks,Pilsner,German-Style Pilsener,4.9,29.0,3
3746,Taplands,Pimpin Porter,Robust Porter,5.7,23.0,35
3747,Anderson Valley Brewing Company,Pinchy Jeek Barl,Pumpkin Beer,8.5,25.0,25
3748,Ancestry Brewing,Piney IPA,American-Style Strong Pale Ale,7.0,48.0,10
3749,Free Range Brewing,Piney Ridge Dunkel,South German-Style Dunkel Weizen / Dunkel Weissbier,5.0,18.0,23
3750,Barrels & Bottles Brewery,Piney the First,American-Style Pale Ale,5.4,48.0,5
3751,Pinglehead Brewing Company,Pinglehead,Imperial Red Ale,7.8,25.0,18
3752,Triton Brewing Company,Pink Ribbon Saison,French & Belgian-Style Saison,6.2,29.0,7
3753,Ska Brewing Company,Pinstripe Red Ale,American-Style Amber/Red Ale,5.2,30.0,17
3754,Blue Pants Brewery,Pinstripe Stout,Sweet or Cream Stout,8.0,47.0,41
3755,Karl Strauss Brewing Company,Pintail Pale Ale,American-Style Pale Ale,5.3,47.0,15
3756,Sand Creek Brewing Company,Pioneer Black River Red,German-Style Märzen,4.8,17.0,10
3757,Sand Creek Brewing Company,Pioneer Lager,Vienna-Style Lager,5.0,15.0,9
3758,Independent Brewing Company,Pipe City Pale Ale,American-Style Pale Ale,5.4,45.0,8
3759,The Knuckle Brewing Company,Pipe Welder Porter,Robust Porter,5.5,40.0,33
3760,Prairie Artisan Ales,Pirate Bomb,American-Style Imperial Stout,14.0,65.0,41
3761,Bandwagon Brew Pub,Pirate Eye P.A.,American-Style India Pale Ale,7.4,90.0,7
3762,Warped Wing Brewing,Pirogue,Other Belgian-Style Ales,9.0,24.0,40
3763,Magic Hat Brewing Company,Pistil,Specialty Beer,4.5,20.0,3
3764,Pappy Slokum Brewing Co.,Pit Master,Smoke Beer (Lager or Ale),5.7,30.0,20
3765,Firestone Walker Brewing Company,Pivo,German-Style Pilsener,5.3,40.0,4
3766,Ploughshare Brewing Co.,Pivo Bublina,German-Style Heller Bock/Maibock,7.2,30.0,5
3767,Barrels & Bottles Brewery,Pixie's Stout,American-Style Stout,5.2,40.0,41
3768,Mill House Brewing Company,PK Pale Ale,American-Style Pale Ale,5.4,38.0,5
3769,The Brew on Broadway,Placer ESB,Extra Special Bitter,5.5,71.0,11
3770,Excel Brewing Company,Plague Bringer,Imperial or Double India Pale Ale,10.0,60.0,6
3771,Werk Force Brewing Co.,Plainfieldian Dark Ale,Dark American-Belgo-Style Ale,6.69,50.5,25
3772,Two Blokes Brewing,Planet of the Apricots,Fruit Wheat Ale or Lager with or without Yeast,5.3,30.0,4
3773,Jellyfish Brewing Co,Planktonic,American-Style Amber/Red Ale,6.0,67.0,30
3774,Element Brewing Company?,Plasma,Imperial or Double India Pale Ale,9.3,64.0,7
3775,Sick N Twisted Brewing Co.,Pleasure Victim,English-Style India Pale Ale,5.5,39.26,4
3776,Escutcheon Brewing Co.,Plimsoll IPA,American-Style India Pale Ale,6.7,70.0,9
3777,Russian River Brewing Company,Pliny the Elder,Imperial or Double India Pale Ale,8.0,80.0,12
3778,Lager Heads Brewing Company,Plum Crazy,Belgian-Style Dubbel,7.9,17.0,19
3779,Magic Hat Brewing Company,Plus Minus,English-Style Pale Mild Ale,4.2,15.0,24
3780,Wingman Brewers,Pocket Aces Double IPA,Imperial or Double India Pale Ale,12.0,96.0,13
3781,Three Pints Brewing Co.,Pole Barn Stout,Oatmeal Stout,5.5,31.0,41
3782,Left Hand Brewing Company,Polestar Pilsner,German-Style Pilsener,5.5,33.0,4
3783,ZwanzigZ Pizza & Brewing,Polished Hippie,Brown Porter,5.7,34.0,34
3784,Little Toad Creek Brewery,Pollywog Porter,Brown Porter,5.5,37.0,35
3785,Last Name Brewing,Pomona Queen,American-Style Amber Lager,4.8,13.0,7
3786,Wild Earth Brewing,Ponderosa,Belgian-Style Flanders Oud Bruin or Oud Red Ales,7.25,20.0,16
3787,Covington Brewhouse,Pontchartrain Pilsner,American-Style Pilsener,5.0,25.0,3
3788,Church Street Brewing Company,Pontificator Doppelbock,German-Style Doppelbock,7.0,18.0,18
3789,Lake Norman Brewing Company,Pontoon Pale Ale,American-Style Pale Ale,5.5,37.0,6
3790,Atlas Brew Works,Ponzi,American-Style India Pale Ale,7.3,70.0,8
3791,JDub's Brewing Company,Poolside,German-Style Kölsch / Köln-Style Kölsch,5.0,22.0,3
3792,Territorial Brewing Company,Popping Off,Historical Beer,6.3,13.0,8
3793,Eagle Rock Brewery,Populist,American-Style India Pale Ale,7.0,71.0,8
3794,Dark City Brewing Company,Populous,Robust Porter,7.1,33.0,34
3795,Port Jefferson Brewing Company,Port Jeff Porter,Robust Porter,6.5,36.0,33
3796,Kane Brewing Co.,Port Omna,American-Style Imperial Stout,6.6,35.0,38
3797,Wabash Brewing,Portage Porter,Robust Porter,5.7,38.0,34
